1000294181468823552	940691561465241601	6
1000294181468823552	2172599869	5
1000294181468823552	749989821645336576	12
1000294181468823552	950701348621832192	5
1000294181468823552	949043784481955841	6
1000294181468823552	814744100645834752	10
1000118438629605377	994276795192086528	5
1000780158339571712	2172599869	5
1000780158339571712	949683626878398465	5
1000780158339571712	954240989937487873	6
1000078479348596741	949414968398635008	5
1000078479348596741	994276795192086528	6
1000078479348596741	494247906	7
1000078479348596741	927101774821036032	9
1000078479348596741	1005356129000488960	7
1000078479348596741	1004920843179319297	12
705649661957177346	1021790285792206848	7
817334671642132484	893757772025798656	5
817334671642132484	442737538	26
854377006565384200	2247018338	9
2327281682	965157103794049024	8
1029615371404431360	1025383325668651010	6
1029615371404431360	838496908050116609	5
1029615371404431360	964749507169804289	7
1029615371404431360	3300131710	8
1029615371404431360	960595633961930753	8
1029615371404431360	951096013405683714	5
1029615371404431360	1004920843179319297	14
1029615371404431360	407476218	7
1029615371404431360	965157103794049024	6
1029615371404431360	16272598	5
1029615371404431360	984164364726030337	11
1029615371404431360	837720170474913792	7
1029615371404431360	2729049921	7
1029615371404431360	994276795192086528	13
1029615371404431360	856144535969308672	10
970006923952246784	893757772025798656	5
970006923952246784	951454494411411456	11
952299240080007191	2247018338	13
1020666259128676352	4767078205	7
1020666259128676352	949434401976471552	6
1020666259128676352	951185744592277504	11
1020666259128676352	939585409104990208	5
1020666259128676352	57622277	14
1020666259128676352	1034172448118267910	5
1020666259128676352	1000040732219101184	17
1020666259128676352	2172599869	8
1020666259128676352	945898599673618432	29
1020666259128676352	2729049921	10
1020666259128676352	951352456486699008	7
1020666259128676352	951096013405683714	6
1020666259128676352	1021713478359375872	8
1020666259128676352	1004920843179319297	5
1020666259128676352	442737538	15
1020666259128676352	1034915662064316416	7
1020666259128676352	838463586376773632	7
1020666259128676352	1006469303976120320	8
1020666259128676352	1029327943410040832	5
1020666259128676352	966199293710340098	15
1020666259128676352	963075654559391744	8
1020666259128676352	1042350674661367808	21
1020666259128676352	1025846115130847232	5
1020666259128676352	947881513760313344	71
1020666259128676352	1023053734836948992	27
1020666259128676352	1024026831048060928	8
1020666259128676352	982668175698546688	9
1020666259128676352	1022546942134497282	20
753229007114600474	1028564589905096705	6
858025693996777472	949729786724868096	10
858025693996777472	2250209317	7
858025693996777472	1036746064844480512	7
858025693996777472	994622541301010432	8
858025693996777472	2247018338	23
858025693996777472	929786316832821248	7
858025693996777472	1006985476538957824	6
858025693996777472	1003022953943060480	5
991231590025125888	57622277	6
991231590025125888	946940097756385281	9
991231590025125888	893757772025798656	10
991231590025125888	873302941020688384	6
991231590025125888	960809988347318273	8
991231590025125888	1005356129000488960	5
991231590025125888	927101774821036032	5
991231590025125888	407476218	5
991231590025125888	997189064376897538	5
991231590025125888	442737538	6
991231590025125888	994276795192086528	9
991231590025125888	951454494411411456	6
991231590025125888	856144535969308672	5
991231590025125888	948139124560670721	7
991231590025125888	837720170474913792	9
2577236029	992004796633657344	14
2577236029	1048580442704818176	11
2577236029	949251992488038401	11
2577236029	950818545415237632	18
2577236029	1036746064844480512	16
2577236029	755841349803323392	33
2577236029	1003714842958749698	14
2577236029	3236557007	5
2577236029	969620454016258049	7
2577236029	956252759657009162	29
2577236029	996353548114939904	35
2577236029	3186068383	5
2577236029	524042027	7
2577236029	990615087529512960	5
551034953	950701348621832192	5
551034953	945898599673618432	28
983238999832657920	958924746455965696	5
983238999832657920	994276795192086528	7
756822268035141632	968931501764202496	16
756822268035141632	969673675174793216	30
756822268035141632	2611201784	6
756822268035141632	956252759657009162	13
756822268035141632	991018940536184833	5
756822268035141632	969121763354402816	7
756822268035141632	533665728	6
756822268035141632	976184947911340033	13
756822268035141632	1019629813764689920	10
756822268035141632	755841349803323392	5
756822268035141632	1008142496654921728	9
756822268035141632	1028522471081881600	7
809921994221359104	969620454016258049	6
809921994221359104	2247018338	5
809921994221359104	524042027	6
956852936134545408	991253246218915840	11
956852936134545408	977341580335091712	13
956852936134545408	992844386902925313	8
956852936134545408	947438364445245441	9
956852936134545408	1005384227536494592	5
956852936134545408	1041224558022295553	9
956852936134545408	954776262991638528	31
956852936134545408	969673675174793216	99
956852936134545408	1011982235162087424	5
956852936134545408	2247018338	23
956852936134545408	315054456	6
956852936134545408	842016302717845504	16
956852936134545408	938028388769501184	9
956852936134545408	911872864105762816	7
956852936134545408	975244821425160193	20
956852936134545408	841255086496047104	13
956852936134545408	961468275631841286	20
956852936134545408	923894393970577408	5
956852936134545408	897129315619491840	9
956852936134545408	919637382764384256	8
956852936134545408	922957274360041473	11
956852936134545408	971746003115237376	11
956852936134545408	1005232959547469824	5
956852936134545408	875722335449489414	9
956852936134545408	896798713334640640	5
956852936134545408	1021472473152479232	26
956852936134545408	1016554664513490944	5
956852936134545408	1024160604981022720	5
987689114232291328	985607504171237376	9
987689114232291328	88169504	7
987689114232291328	969673675174793216	5
4502413403	1596294391	5
3083796588	315054456	5
3083796588	2247018338	14
3083796588	841255086496047104	5
3083796588	938028388769501184	7
3083796588	897129315619491840	15
968931501764202496	955965714338275328	52
968931501764202496	954776262991638528	5
968931501764202496	897129315619491840	63
968931501764202496	994059026026688512	7
968931501764202496	1027506140245123073	6
968931501764202496	1027910388086702081	6
968931501764202496	938028388769501184	95
968931501764202496	947803210797998080	29
968931501764202496	909148957141544960	25
968931501764202496	2247018338	17
968931501764202496	871021529718456320	5
949218798871109632	872543163583537152	5
706219211266330624	873302941020688384	5
706219211266330624	16272598	6
706219211266330624	856144535969308672	6
799141646046728192	750030611608403968	15
799141646046728192	964749507169804289	9
799141646046728192	3300131710	16
799141646046728192	951741779581329408	6
799141646046728192	900454934897938432	7
799141646046728192	1011968202845368321	6
799141646046728192	912869354081013762	17
799141646046728192	16272598	5
799141646046728192	990986801589473281	5
799141646046728192	758202385659559936	7
799141646046728192	937438227320987648	7
722131429732257793	1028564589905096705	13
722131429732257793	999846117033566208	7
722131429732257793	814163816426733568	7
722131429732257793	1016771866902622208	7
722131429732257793	1935575802	7
722131429732257793	1012053518713311233	6
722131429732257793	838987608642342913	5
722131429732257793	958386866516058114	5
722131429732257793	1044937548353753091	6
722131429732257793	914563697699377153	6
722131429732257793	57622277	43
722131429732257793	1042851785516441600	16
722131429732257793	942914934995812353	8
722131429732257793	950701348621832192	29
722131429732257793	948085458604580864	15
722131429732257793	262699038	6
722131429732257793	852328993135226882	6
722131429732257793	964749507169804289	6
722131429732257793	1000040732219101184	16
722131429732257793	1020431849653456897	17
722131429732257793	1004920843179319297	7
722131429732257793	814864263189843968	5
722131429732257793	926026342210134016	5
722131429732257793	442737538	6
722131429732257793	993840736733941761	5
722131429732257793	1001253803188998145	5
722131429732257793	1021713478359375872	25
722131429732257793	1032686494597689344	5
722131429732257793	990250627711123457	6
722131429732257793	994043001507844096	5
722131429732257793	954866369589317640	9
722131429732257793	912869354081013762	10
722131429732257793	946961836003401734	8
722131429732257793	3236081986	6
722131429732257793	988866694763438082	6
722131429732257793	888023794148933632	6
722131429732257793	1009722155431493632	33
722131429732257793	2272717972	5
722131429732257793	867661235222962176	8
722131429732257793	949683626878398465	8
722131429732257793	970496501423128577	5
